pmcid,pmid,doi,year,journal,title,is_rct,pub_types,n_code,n_data,code_urls,data_urls,on_request_only,das
PMC12249818,40648866,10.3390/jcm14134493,2025,Journal of clinical medicine,Night-Time Bracing Can Reduce Pain in Adults with Scoliosis: Six-Month Results of a Retrospective Controlled Study,False,research-article Journal Article,0,1,,10.5281/zenodo.14979410,False,Data Availability Statement Data are available at https://doi.org/10.5281/zenodo.14979410 .
PMC12147358,40490782,10.1186/s13102-025-01193-4,2025,"BMC sports science, medicine & rehabilitation",Exercise interventions in patients with multiple myeloma: a scoping review,False,research-article Journal Article,0,1,,osf.io/udwm4,False,Data Availability Statement Sequence data that support the findings of this study have been deposited in the Open Science Framework with the primary accession code: 10.17605/OSF.IO/UDWM4. Sequence data that support the findings of this study have been deposited in the Open Science Framework with the primary accession code: 10.17605/OSF.IO/UDWM4. Sequence data that support the findings of this study have been deposited in the Open Science Framework with the primary accession code: 10.17605/OSF.IO/UDWM4.
PMC12406477,40898371,10.1186/s42466-025-00422-y,2025,Neurological research and practice,"Multidisciplinary inpatient care for Parkinson's disease: a single-centre cohort study on improvements in gait, overall motor function, and quality of life",False,research-article Journal Article,1,0,github.com/kleinholdermann/pd_gait_pkb,,False,Data Availability Statement The code used for the statistical analysis is available at: https://github.com/kleinholdermann/pd_gait_pkb Pseudonymised data are available from the authors upon reasonable request. The code used for the statistical analysis is available at: https://github.com/kleinholdermann/pd_gait_pkb Pseudonymised data are available from the authors upon reasonable request. The code used for the statistical analysis is available at: https://github.com/kleinholdermann/pd_gait_pkb Pseudonymised data are available from the authors upon reasonable request.
PMC12325352,40772266,10.3389/fresc.2025.1568280,2025,Frontiers in rehabilitation sciences,Effects of whole-body cryostimulation on spinal and shoulder range of motion in individuals with obesity,False,research-article Journal Article,0,1,,10.5281/zenodo.14735132,False,Data Availability Statement The datasets presented in this study can be found in online repositories. The names of the repository/repositories and accession number(s) can be found below: Zenodo ( https://doi.org/10.5281/zenodo.14735132 ). The datasets presented in this study can be found in online repositories. The names of the repository/repositories and accession number(s) can be found below: Zenodo ( https://doi.org/10.5281/zenodo.14735132 ). The datasets presented in this study can be found in online repositories. The names of the repository/repositories and accession number(s) can be found below: Zenodo ( https://doi.org/10.5281/zenodo.14735132 ).
PMC11989208,40218280,10.3390/diagnostics15070930,2025,"Diagnostics (Basel, Switzerland)",Information Extraction from Lumbar Spine MRI Radiology Reports Using GPT4: Accuracy and Benchmarking Against Research-Grade Comprehensive Scoring,False,research-article Journal Article,1,0,github.com/michelle-tong18/versa-spine,,False,"Data Availability Statement The data underlying this article cannot be shared publicly due to the privacy concerns of individuals participating in the study. The data will be shared upon reasonable request to the corresponding author. All underlying codes, including LLM prompts, have been made publicly available in full ( https://github.com/michelle-tong18/VERSA-spine , accessed on 16 March 2025)."
PMC11889593,40061840,10.1016/j.ocarto.2025.100582,2025,Osteoarthritis and cartilage open,Predictive validity of consensus-based MRI definition of osteoarthritis plus radiographic osteoarthritis for the progression of knee osteoarthritis: A longitudinal cohort study,False,research-article Journal Article,0,1,,osf.io/qwtue,False,Data Availability Statement The data that support the findings of this study are available from the corresponding author upon reasonable request. All of the code in this study was made available on the Open Science Framework ( https://osf.io/qwtue/ ). The data that support the findings of this study are available from the corresponding author upon reasonable request. All of the code in this study was made available on the Open Science Framework ( https://osf.io/qwtue/ ). The data that support the findings of this study are available from the corresponding author upon reasonable request. All of the code in this study was made available on the Open Science Framework ( https://osf.io/qwtue/ ).
PMC11869565,40028417,10.1002/jeo2.70178,2025,Journal of experimental orthopaedics,Factors influencing UK arthroplasty surgeons' decision-making between total and medial unicompartmental knee surgery: A vignette-based behavioural experiment,False,research-article Journal Article,0,1,,osf.io/wz3xf,False,DATA AVAILABILITY STATEMENT The dataset supporting the conclusions of this article is publicly available in the Open Science Framework: https://osf.io/wz3xf/ . The dataset supporting the conclusions of this article is publicly available in the Open Science Framework: https://osf.io/wz3xf/ .
PMC11684591,39775073,10.1371/journal.pone.0310178,2024,PloS one,Protocol for a single-blind randomized controlled clinical trial to investigate the feasibility and safety of in-bed self-exercises based on electromyography sensor feedback in patients with subacute ,False,Clinical Trial Protocol research-article Journal Article,0,1,,osf.io/n26pm,False,"No data sets were generated or analyzed in the current study protocol. Once the trial is completed, all data from this study will be available in the Open Science Framework at https://osf.io/n26pm/ (DOI: 10.17605/OSF.IO/N26PM ). No data sets were generated or analyzed in the current study protocol. Once the trial is completed, all data from this study will be available in the Open Science Framework at https://osf.io/n26pm/ (DOI: 10.17605/OSF.IO/N26PM )."
PMC11404218,39182932,10.1136/bmjopen-2024-086683,2024,BMJ open,"Development and internal validation of a multivariable prognostic model to predict chronic pain after a new episode of non-specific idiopathic, non-traumatic neck pain in physiotherapy primary care pr",False,"Research Support, Non-U.S. Gov't research-article Validation Study Jou",1,0,github.com/uashogeschoolutrecht/painr,,False,"Data availability statement Data are available in a public, open access repository. Data are available in a public, open access repository. Technical appendix, statistical code and dataset available from the Github repository: https://github.com/uashogeschoolutrecht/painr DOI: available upon acceptance."
PMC11282225,39060357,10.1038/s41598-024-68223-y,2024,Scientific reports,Predicting the occurrence of minor adverse events in cardiac rehabilitation using physical variables,False,research-article Journal Article,0,1,,10.5281/zenodo.10372903,False,Data Availability Statement All anonymized data and analysis results supporting this study's findings are available in Zenodo with the identifier 10.5281/zenodo.10372903. All anonymized data and analysis results supporting this study's findings are available in Zenodo with the identifier 10.5281/zenodo.10372903. All anonymized data and analysis results supporting this study's findings are available in Zenodo with the identifier 10.5281/zenodo.10372903.
PMC11185470,38889140,10.1371/journal.pone.0304569,2024,PloS one,Effects of Non-Invasive Ventilation with different modalities in patients undergoing heart surgery: Protocol for a randomized controlled clinical trial,False,Clinical Trial Protocol research-article Journal Article,0,1,,osf.io/zqnyv,False,Data Availability Statement No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion on this link. https://osf.io/zqnyv/?view_only=93c2e1b5ed8a4b46abd0fc7a00573de9 . No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion on this link. https://osf.io/zqnyv/?view_only=93c2e1b5ed8a4b46abd0fc7a00573de9 . No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion on this link. https://osf.io/zqnyv/?view_only=93c2e1b5ed8a4b46abd0fc7a00573de9 .
PMC10836674,38306350,10.1371/journal.pone.0296707,2024,PloS one,Effects of pulmonary rehabilitation on ventilation dynamics measured during exertion in patients with post-acute COVID-19 syndrome: A cross-sectional observational study,False,"Research Support, Non-U.S. Gov't research-article Journal Article Obse",0,1,,osf.io/umjkc,False,Follow the link to the data repository: https://osf.io/umjkc/ . Follow the link to the data repository: https://osf.io/umjkc/ .
